Id	Vendor/Payee	Date	Amount	Fund	Account	Department	Program
202010013007	American Express	04/08/2020	$6.45	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	CU Life Science Outreach Ctr	Instruction
202010013016	American Express	04/08/2020	$69.63	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Public Service
202010013013	American Express	04/08/2020	$6.11	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Education & Human Dev	Instruction
202010013014	American Express	04/08/2020	$3.22	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Education & Human Dev	Instruction
202010009863	American Express	04/08/2020	$10.42	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Campus Recreation	Student Services
202010013015	American Express	04/08/2020	$0.65	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Education & Human Dev	Instruction
202010013018	American Express	04/08/2020	$1.94	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Instruction
202010013012	American Express	04/08/2020	$5.91	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Philosophy and Religion	Instruction
202010013010	American Express	04/08/2020	$3.23	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Art	Instruction
202010005263	American Express	04/08/2020	$87.71	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Outdoor Laboratory	Public Service
202010005264	American Express	04/08/2020	$9.58	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Leisure Skills	Instruction
202010005265	American Express	04/08/2020	$340.70	Non-State Approp - Departmentally Generated E&G Funds	Other Services	T3S	Research
202010005266	American Express	04/08/2020	$0.02	Non-State Approp - Departmentally Generated E&G Funds	Other Services	University Libraries	Academic Support
202010005269	American Express	04/08/2020	$122.61	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Madren Center	Public Service
202010009861	American Express	04/08/2020	$0.54	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	University Testing & Ed Center	Student Services
202010013020	American Express	04/08/2020	$25.17	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	JFSC - Community Outreach	Public Service
202010005248	American Express	04/08/2020	$60.75	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Electrical & Computer Engr	Research
202010009862	American Express	04/08/2020	$23.59	Non-State Approp - Departmentally Generated E&G Funds	Other Services	CCIT Customer Support Services	Academic Support
202010013009	American Express	04/08/2020	$21.39	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Sonoco Inst Pkg Design & Graph	Research
202010011782	American Express	04/08/2020	$0.35	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Clemson Light Imaging Facility	Research
202010011783	American Express	04/08/2020	$3.23	Non-State Approp - University Generated Funds	Bank Fees	Performing Arts	Instruction
202010005268	American Express	04/08/2020	$286.40	Non-State Approp - University Generated Funds	Other Services	Miscellaneous Institutional	Institutional Support
202010005259	American Express	04/08/2020	$38.70	Non-State Approp - University Generated Funds	Bank Fees	Michelin Career Center	Student Services
202010009021	American Express	04/08/2020	$1.30	Non-State Approp - University Generated Funds	Bank Fees	Payroll	Institutional Support
202010009858	American Express	04/08/2020	$10.32	Non-State Approp - University Generated Funds	Bank Fees	Campus Activities and Events	Student Services
202010013005	American Express	04/08/2020	$64.50	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202010013008	American Express	04/08/2020	$262.79	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202010009860	American Express	04/08/2020	$10.75	Non-State Approp - University Generated Funds	Bank Fees	Clemson Online	Instruction
202010005267	American Express	04/08/2020	$3.34	Non-State Approp - University Generated Funds	Other Services	Records / Registration	Student Services
202010009025	American Express	04/08/2020	$13.33	Non-State Approp - University Generated Funds	Bank Fees	Marketing & Creative Services	Institutional Support
202010011797	American Express	04/08/2020	$18.82	Departmentally Generated PSA Funds	Bank Fees	Plant & Environmental Sciences	Public Service
202010011796	American Express	04/08/2020	$-0.43	Departmentally Generated PSA Funds	Bank Fees	Orangeburg	Public Service
202010011795	American Express	04/08/2020	$3.23	Departmentally Generated PSA Funds	Bank Fees	Horry	Public Service
202010011790	American Express	04/08/2020	$25.29	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202010013017	American Express	04/08/2020	$39.78	Departmentally Generated PSA Funds	Bank Fees	Cooperative Extension Services	Public Service
202010011798	American Express	04/08/2020	$168.13	Departmentally Generated PSA Funds	Bank Fees	Agricultural Sciences	Public Service
202010011780	American Express	04/08/2020	$24.62	Departmentally Generated PSA Funds	Bank Fees	Food, Nutrition & Package Sci	Public Service
202010005256	American Express	04/08/2020	$23.31	Departmentally Generated PSA Funds	Bank Fees	Charleston	Public Service
202010005257	American Express	04/08/2020	$-4.39	Departmentally Generated PSA Funds	Bank Fees	Field Operations	Public Service
202010005255	American Express	04/08/2020	$18.75	Departmentally Generated PSA Funds	Bank Fees	Pesticide Regulation	Public Service
202010005252	American Express	04/08/2020	$0.46	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202010005253	American Express	04/08/2020	$6.12	Departmentally Generated PSA Funds	Bank Fees	RPSP Labs	Public Service
202010011789	American Express	04/08/2020	$0.75	Departmentally Generated PSA Funds	Bank Fees	Extension Staff Development	Public Service
202010005250	American Express	04/08/2020	$11.27	Departmentally Generated PSA Funds	Bank Fees	PSA Publishing	Public Service
202011004339	American Express	05/15/2020	$0.97	Auxillary Funds	Bank Fees	Spirit Support Groups	Auxillary Enterprises
202011004337	American Express	05/15/2020	$48,527.41	Auxillary Funds	Bank Fees	Ticket Office	Auxillary Enterprises
202011009423	American Express	05/15/2020	$60.15	Auxillary Funds	Bank Fees	Student Health Center	Student Services
202011005493	American Express	05/15/2020	$0.01	Auxillary Funds	Bank Fees	Athletic Administration	Auxillary Enterprises
202011004338	American Express	05/15/2020	$254.48	Auxillary Funds	Bank Fees	Football Camp	Auxillary Enterprises
202011009421	American Express	05/15/2020	$44.86	Auxillary Funds	Bank Fees	CCIT Customer Support Services	Auxillary Enterprises
202011009428	American Express	05/15/2020	$10.70	Auxillary Funds	Bank Fees	Business Services	Auxillary Enterprises
202011007322	American Express	05/15/2020	$107.71	Auxillary Funds	Bank Fees	Parking Services	Auxillary Enterprises
202011007323	American Express	05/15/2020	$414.76	Auxillary Funds	Bank Fees	University Housing	Auxillary Enterprises
202011004334	American Express	05/15/2020	$50.28	Auxillary Funds	Bank Fees	Food Services - Meal Plans	Auxillary Enterprises
202011007312	American Express	05/15/2020	$8.17	Non-State Approp - Student Activities and Organizations	Bank Fees	School of Accountancy	Student Services
202011007321	American Express	05/15/2020	$97.72	Non-State Approp - Student Activities and Organizations	Bank Fees	Student Organizations	Student Services
202011005486	American Express	05/15/2020	$10.26	Non-State Approp - Student Activities and Organizations	Bank Fees	Brooks Center	Instruction
202011009426	American Express	05/15/2020	$0.72	Non-State Approp - Student Activities and Organizations	Bank Fees	Student Affairs Publications	Student Services
202011004344	American Express	05/15/2020	$10.64	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Environmental Engr & Earth Sci	Instruction
202011009425	American Express	05/15/2020	$154.07	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	TigerOne Card Services	Student Services
202011009422	American Express	05/15/2020	$3.22	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Office of Student Conduct	Student Services
202011005495	American Express	05/15/2020	$-18.16	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Center for Corporate Learning	Instruction
202011009668	American Express	05/15/2020	$1.13	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Leisure Skills	Instruction
202011009669	American Express	05/15/2020	$38.71	Non-State Approp - Departmentally Generated E&G Funds	Other Services	T3S	Research
202011009670	American Express	05/15/2020	$0.98	Non-State Approp - Departmentally Generated E&G Funds	Other Services	University Libraries	Academic Support
202011005487	American Express	05/15/2020	$0.15	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Dean - College of Education	Academic Support
202011005484	American Express	05/15/2020	$3.23	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Art	Instruction
202011005496	American Express	05/15/2020	$1.93	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Small Business Development Ctr	Public Service
202011005490	American Express	05/15/2020	$14.38	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Public Service
202011005489	American Express	05/15/2020	$11.44	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Education & Human Dev	Instruction
202011005488	American Express	05/15/2020	$-2.97	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Education & Human Dev	Instruction
202011004333	American Express	05/15/2020	$75.25	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Human Resources	Institutional Support
202011004332	American Express	05/15/2020	$396.72	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Public Service
202011004331	American Express	05/15/2020	$-5.38	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Department of Communications	Instruction
202011007314	American Express	05/15/2020	$4.84	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Graphic Communications	Instruction
202011011294	American Express	05/15/2020	$37.99	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Outdoor Laboratory	Public Service
202011005483	American Express	05/15/2020	$9.31	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Food, Nutrition & Package Sci	Instruction
202011004343	American Express	05/15/2020	$7.41	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	JFSC - Community Outreach	Public Service
202011007313	American Express	05/15/2020	$10.75	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	MBA Programs	Instruction
202011004345	American Express	05/15/2020	$-2.15	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	School of Math & Stat Sciences	Instruction
202011004342	American Express	05/15/2020	$64.50	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	School of Nursing	Instruction
202011004341	American Express	05/15/2020	$-2.39	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Osher Lifelong Learning Inst	Instruction
202011009651	American Express	05/15/2020	$206.21	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Youth Learning Institute	Public Service
202011005491	American Express	05/15/2020	$3.21	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Instruction
202011011296	American Express	05/15/2020	$303.65	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Madren Center	Public Service
202011011297	American Express	05/15/2020	$4.79	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Campus Recreation	Student Services
202011004335	American Express	05/15/2020	$0.98	Non-State Approp - University Generated Funds	Bank Fees	Marketing & Creative Services	Institutional Support
202011004336	American Express	05/15/2020	$-680.91	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202011009671	American Express	05/15/2020	$7.49	Non-State Approp - University Generated Funds	Other Services	Records / Registration	Student Services
202011011295	American Express	05/15/2020	$859.23	Non-State Approp - University Generated Funds	Other Services	Miscellaneous Institutional	Institutional Support
202011007324	American Express	05/15/2020	$15.05	Non-State Approp - University Generated Funds	Bank Fees	Clemson Online	Instruction
202011009424	American Express	05/15/2020	$0.64	Non-State Approp - University Generated Funds	Bank Fees	Campus Activities and Events	Student Services
202011009427	American Express	05/15/2020	$0.66	Non-State Approp - University Generated Funds	Bank Fees	Payroll	Institutional Support
202011005492	American Express	05/15/2020	$73.10	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202011009424	American Express	05/15/2020	$0.64	Non-State Approp - University Generated Funds	Bank Fees	Campus Activities and Events	Student Services
202011009653	American Express	05/15/2020	$0.39	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202011009654	American Express	05/15/2020	$9.14	Departmentally Generated PSA Funds	Bank Fees	Sandhill Research & Educ Centr	Public Service
202011005476	American Express	05/15/2020	$5.80	Departmentally Generated PSA Funds	Bank Fees	RPSP Labs	Public Service
202011005478	American Express	05/15/2020	$38.76	Departmentally Generated PSA Funds	Bank Fees	Charleston	Public Service
202011005475	American Express	05/15/2020	$12.95	Departmentally Generated PSA Funds	Bank Fees	Plant Industry	Public Service
202011005480	American Express	05/15/2020	$8.50	Departmentally Generated PSA Funds	Bank Fees	Field Operations	Public Service
202011005481	American Express	05/15/2020	$0.35	Departmentally Generated PSA Funds	Bank Fees	Plant & Environmental Sciences	Research
202011005482	American Express	05/15/2020	$171.03	Departmentally Generated PSA Funds	Bank Fees	Agricultural Sciences	Public Service
202011005479	American Express	05/15/2020	$1.08	Departmentally Generated PSA Funds	Bank Fees	Orangeburg	Public Service
202011009648	American Express	05/15/2020	$3.66	Departmentally Generated PSA Funds	Bank Fees	4 - H Youth Development	Public Service
202011009652	American Express	05/15/2020	$-21.51	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202011010961	American Express	05/15/2020	$7.79	Departmentally Generated PSA Funds	Bank Fees	Pesticide Regulation	Public Service
202011002903	American Express	05/15/2020	$0.75	Departmentally Generated PSA Funds	Bank Fees	Extension Staff Development	Public Service
202011009334	American Express	05/15/2020	$3.23	Departmentally Generated PSA Funds	Bank Fees	4 - H Youth Development	Public Service
202011010962	American Express	05/15/2020	$1.72	Departmentally Generated PSA Funds	Bank Fees	Kershaw	Public Service
202011009650	American Express	05/15/2020	$0.55	Departmentally Generated PSA Funds	Bank Fees	PSA Publishing	Public Service
202011009649	American Express	05/15/2020	$2.05	Departmentally Generated PSA Funds	Bank Fees	Cooperative Extension Services	Public Service
202011005477	American Express	05/15/2020	$1.61	Departmentally Generated PSA Funds	Bank Fees	York	Public Service
202011004330	American Express	05/15/2020	$79.11	Departmentally Generated PSA Funds	Bank Fees	Food, Nutrition & Package Sci	Research
202011010963	American Express	05/15/2020	$16.13	Departmentally Generated PSA Funds	Bank Fees	Plant & Environmental Sciences	Public Service
202012021520	American Express	06/30/2020	$0.26	Donor Restricted Funds	Other Services	Biological Sciences	Public Service
202012016051	American Express	06/30/2020	$10.29	Auxillary Funds	Bank Fees	Student Health Center	Student Services
202012020516	American Express	06/17/2020	$26,016.18	Auxillary Funds	Bank Fees	Ticket Office	Auxillary Enterprises
202012020513	American Express	06/17/2020	$752.80	Auxillary Funds	Bank Fees	University Housing	Auxillary Enterprises
202012021101	American Express	06/30/2020	$89.03	Auxillary Funds	Bank Fees	Business Services	Auxillary Enterprises
202012014585	American Express	06/30/2020	$829.74	Auxillary Funds	Bank Fees	Ticket Office	Auxillary Enterprises
202012022293	American Express	06/30/2020	$19.37	Auxillary Funds	Bank Fees	University Housing	Auxillary Enterprises
202012022291	American Express	06/30/2020	$17.99	Auxillary Funds	Bank Fees	Student Health Center	Student Services
202012022290	American Express	06/30/2020	$4.20	Auxillary Funds	Bank Fees	Parking Services	Auxillary Enterprises
202012022420	American Express	06/30/2020	$351.26	Auxillary Funds	Bank Fees	CCIT Customer Support Services	Auxillary Enterprises
202012017579	American Express	06/17/2020	$7.37	Auxillary Funds	Bank Fees	Parking Services	Auxillary Enterprises
202012017580	American Express	06/17/2020	$17.48	Auxillary Funds	Bank Fees	Student Health Center	Student Services
202012017577	American Express	06/17/2020	$2.21	Auxillary Funds	Bank Fees	CCIT Customer Support Services	Auxillary Enterprises
202012019929	American Express	06/30/2020	$601.36	Auxillary Funds	Bank Fees	University Housing	Auxillary Enterprises
202012022398	American Express	06/30/2020	$37,832.02	Auxillary Funds	Bank Fees	Ticket Office	Auxillary Enterprises
202012010973	American Express	06/30/2020	$77.94	Auxillary Funds	Bank Fees	Business Services	Auxillary Enterprises
202012010974	American Express	06/30/2020	$-830.23	Auxillary Funds	Bank Fees	Football Camp	Auxillary Enterprises
202012022661	American Express	06/30/2020	$1.45	Auxillary Funds	Bank Fees	Parking Services	Auxillary Enterprises
202012022660	American Express	06/30/2020	$81.42	Auxillary Funds	Bank Fees	CCIT Customer Support Services	Auxillary Enterprises
202012017584	American Express	06/17/2020	$-10.65	Auxillary Funds	Bank Fees	Football Camp	Auxillary Enterprises
202012020515	American Express	06/17/2020	$21.16	Auxillary Funds	Bank Fees	Business Services	Auxillary Enterprises
202012017573	American Express	06/17/2020	$-52.72	Non-State Approp - Student Activities and Organizations	Bank Fees	Brooks Center	Instruction
202012017582	American Express	06/17/2020	$10.75	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Human Resources	Institutional Support
202012016052	American Express	06/30/2020	$8.60	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	TigerOne Card Services	Student Services
202012019891	American Express	06/17/2020	$-4.52	Non-State Approp - Departmentally Generated E&G Funds	Other Services	T3S	Research
202012019890	American Express	06/17/2020	$4.84	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Outdoor Laboratory	Public Service
202012015071	American Express	06/17/2020	$-10.90	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Campus Recreation	Student Services
202012020512	American Express	06/17/2020	$12.26	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	TigerOne Card Services	Student Services
202012020511	American Express	06/17/2020	$8.05	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Office of Student Conduct	Student Services
202012020555	American Express	06/17/2020	$0.08	Non-State Approp - Departmentally Generated E&G Funds	Other Services	University Libraries	Academic Support
202012020510	American Express	06/17/2020	$-5.81	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Environmental Engr & Earth Sci	Instruction
202012020552	American Express	06/17/2020	$-7.85	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Youth Learning Institute	Public Service
202012020508	American Express	06/17/2020	$-137.60	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Public Service
202012020507	American Express	06/17/2020	$-2.57	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Instruction
202012020506	American Express	06/17/2020	$129.00	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Education & Human Dev	Instruction
202012020509	American Express	06/17/2020	$1.50	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Osher Lifelong Learning Inst	Instruction
202012016041	American Express	06/30/2020	$124.70	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	MBA Programs	Instruction
202012016040	American Express	06/30/2020	$1.55	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	JFSC - Community Outreach	Public Service
202012016047	American Express	06/30/2020	$-2.26	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Art	Instruction
202012015042	American Express	06/30/2020	$240.65	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Youth Learning Institute	Public Service
202012017567	American Express	06/30/2020	$-366.37	Non-State Approp - Departmentally Generated E&G Funds	Other Services	T3S	Research
202012021000	American Express	06/30/2020	$0.44	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	University Testing & Ed Center	Student Services
202012019728	American Express	06/30/2020	$-10.62	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Campus Recreation	Student Services
202012016514	American Express	06/30/2020	$0.39	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Gantt Multicultural Center	Student Services
202012017566	American Express	06/30/2020	$-107.93	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Outdoor Laboratory	Public Service
202012022292	American Express	06/30/2020	$9.14	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	TigerOne Card Services	Student Services
202012022284	American Express	06/30/2020	$403.92	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Ctr - Leadership / Engagement	Student Services
202012021291	American Express	06/30/2020	$-1.79	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Education & Human Dev	Instruction
202012019626	American Express	06/30/2020	$1.68	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Animal & Veterinary Sciences	Instruction
202012021296	American Express	06/30/2020	$32.25	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	MBA Programs	Instruction
202012021291	American Express	06/30/2020	$-1.79	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Education & Human Dev	Instruction
202012019626	American Express	06/30/2020	$1.68	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Animal & Veterinary Sciences	Instruction
202012021296	American Express	06/30/2020	$32.25	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	MBA Programs	Instruction
202012021295	American Express	06/30/2020	$1.42	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	JFSC - Community Outreach	Public Service
202012021294	American Express	06/30/2020	$32.35	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Osher Lifelong Learning Inst	Instruction
202012021293	American Express	06/30/2020	$105.92	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Public Service
202012021290	American Express	06/30/2020	$26.90	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Science Outreach Center	Instruction
202012021292	American Express	06/30/2020	$4.30	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Education & Human Dev	Instruction
202012019639	American Express	06/30/2020	$4.28	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Public Service
202012022283	American Express	06/30/2020	$4.94	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	CU Press	Academic Support
202012019926	American Express	06/30/2020	$10.52	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Inst on Fmly & Nhd Life (IFNL)	Public Service
202012019927	American Express	06/30/2020	$-189.43	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Youth Learning Institute	Public Service
202012021522	American Express	06/30/2020	$-48.87	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Campus Recreation	Student Services
202012021521	American Express	06/30/2020	$-10.48	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Outdoor Laboratory	Public Service
202012016000	American Express	06/30/2020	$31.85	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Osher Lifelong Learning Inst	Instruction
202012015999	American Express	06/30/2020	$-652.52	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Public Service
202012021523	American Express	06/30/2020	$2.88	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Madren Center	Public Service
202012016045	American Express	06/30/2020	$2.49	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Science Outreach Center	Instruction
202012016042	American Express	06/30/2020	$3,891.44	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Ctr - Leadership / Engagement	Student Services
202012016049	American Express	06/30/2020	$344.00	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Education & Human Dev	Instruction
202012016050	American Express	06/30/2020	$5.35	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Public Service
202012017574	American Express	06/17/2020	$-58.44	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Public Service
202012016027	American Express	06/30/2020	$506.35	Non-State Approp - University Generated Funds	Other Services	Miscellaneous Institutional	Institutional Support
202012017581	American Express	06/17/2020	$1.08	Non-State Approp - University Generated Funds	Bank Fees	Payroll	Institutional Support
202012017572	American Express	06/17/2020	$-5.70	Non-State Approp - University Generated Funds	Bank Fees	Performing Arts	Instruction
202012018363	American Express	06/30/2020	$0.22	Non-State Approp - University Generated Funds	Bank Fees	Payroll	Institutional Support
202012014584	American Express	06/30/2020	$112.90	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202012018576	American Express	06/30/2020	$10.75	Non-State Approp - University Generated Funds	Bank Fees	Clemson Online	Instruction
202012017583	American Express	06/17/2020	$34.40	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202012019930	American Express	06/30/2020	$9.68	Non-State Approp - University Generated Funds	Bank Fees	Honors Programs	Academic Support
202012022396	American Express	06/30/2020	$55.90	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202012019729	American Express	06/30/2020	$8.72	Non-State Approp - University Generated Funds	Other Services	Records / Registration	Student Services
202012022397	American Express	06/30/2020	$32.25	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202012022395	American Express	06/30/2020	$44.94	Non-State Approp - University Generated Funds	Bank Fees	Clemson Online	Instruction
202012019730	American Express	06/30/2020	$1,089.12	Non-State Approp - University Generated Funds	Other Services	Miscellaneous Institutional	Institutional Support
202012018364	American Express	06/30/2020	$60.20	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202012015072	American Express	06/17/2020	$169.69	Non-State Approp - University Generated Funds	Other Services	Miscellaneous Institutional	Institutional Support
202012018575	American Express	06/30/2020	$67.73	Non-State Approp - University Generated Funds	Bank Fees	Honors Programs	Academic Support
202012016026	American Express	06/30/2020	$13.59	Non-State Approp - University Generated Funds	Other Services	Records / Registration	Student Services
202012016048	American Express	06/30/2020	$-2.15	Non-State Approp - University Generated Funds	Bank Fees	Performing Arts	Instruction
202012020514	American Express	06/17/2020	$2.25	Non-State Approp - University Generated Funds	Bank Fees	Honors Programs	Academic Support
202012021284	American Express	06/30/2020	$106.01	Departmentally Generated PSA Funds	Bank Fees	Agricultural Sciences	Public Service
202012021285	American Express	06/30/2020	$5.38	Departmentally Generated PSA Funds	Bank Fees	Food, Nutrition & Package Sci	Public Service
202012019627	American Express	06/30/2020	$14.95	Departmentally Generated PSA Funds	Bank Fees	Food, Nutrition & Package Sci	Research
202012019925	American Express	06/30/2020	$4.33	Departmentally Generated PSA Funds	Bank Fees	PSA Publishing	Public Service
202012019928	American Express	06/30/2020	$-11.83	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202012021501	American Express	06/30/2020	$19.99	Departmentally Generated PSA Funds	Bank Fees	RPSP Labs	Public Service
202012014167	American Express	06/30/2020	$32.14	Departmentally Generated PSA Funds	Bank Fees	Agricultural Sciences	Public Service
202012021503	American Express	06/30/2020	$32.63	Departmentally Generated PSA Funds	Bank Fees	Fertilizer & Seed Cert.	Public Service
202012021502	American Express	06/30/2020	$0.47	Departmentally Generated PSA Funds	Bank Fees	Pesticide Regulation	Public Service
202012020553	American Express	06/17/2020	$10.40	Departmentally Generated PSA Funds	Bank Fees	Fertilizer & Seed Cert.	Public Service
202012012296	American Express	06/17/2020	$21.08	Departmentally Generated PSA Funds	Bank Fees	Food, Nutrition & Package Sci	Research
202012020505	American Express	06/17/2020	$37.29	Departmentally Generated PSA Funds	Bank Fees	Agricultural Sciences	Public Service
202012020504	American Express	06/17/2020	$2.53	Departmentally Generated PSA Funds	Bank Fees	Plant & Environmental Sciences	Research
202012017588	American Express	06/17/2020	$3.45	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202012021501	American Express	06/30/2020	$19.99	Departmentally Generated PSA Funds	Bank Fees	RPSP Labs	Public Service
202012019627	American Express	06/30/2020	$14.95	Departmentally Generated PSA Funds	Bank Fees	Food, Nutrition & Package Sci	Research
202012021285	American Express	06/30/2020	$5.38	Departmentally Generated PSA Funds	Bank Fees	Food, Nutrition & Package Sci	Public Service
202012021284	American Express	06/30/2020	$106.01	Departmentally Generated PSA Funds	Bank Fees	Agricultural Sciences	Public Service
202012021283	American Express	06/30/2020	$4.20	Departmentally Generated PSA Funds	Bank Fees	RPSP Labs	Public Service
202012019625	American Express	06/30/2020	$1.14	Departmentally Generated PSA Funds	Bank Fees	Plant & Environmental Sciences	Research
202012019624	American Express	06/30/2020	$12.90	Departmentally Generated PSA Funds	Bank Fees	Spartanburg	Public Service
